timestamp,open,high,low,close,volume,delta
2025-11-02 18:00:00,26026.0,26032.5,26012.5,26031.5,2003.0,-9.0
2025-11-02 18:01:00,26031.25,26049.0,26029.25,26047.75,1637.0,23.0
2025-11-02 18:02:00,26047.75,26050.0,26040.75,26043.5,909.0,-95.0
2025-11-02 18:03:00,26044.0,26048.25,26041.25,26041.25,471.0,3.0
2025-11-02 18:04:00,26042.25,26048.75,26040.75,26047.5,489.0,91.0
2025-11-02 18:05:00,26047.5,26055.0,26046.25,26051.75,861.0,145.0
2025-11-02 18:06:00,26052.5,26055.75,26044.5,26055.5,940.0,20.0
2025-11-02 18:07:00,26054.75,26070.0,26051.5,26068.5,1259.0,167.0
2025-11-02 18:08:00,26069.0,26069.75,26062.25,26065.25,557.0,-129.0
2025-11-02 18:09:00,26065.25,26066.25,26061.75,26064.0,409.0,9.0
2025-11-02 18:10:00,26064.25,26068.5,26062.5,26065.75,378.0,16.0
2025-11-02 18:11:00,26066.75,26066.75,26060.5,26061.0,287.0,-67.0
2025-11-02 18:12:00,26061.25,26065.25,26060.0,26063.0,275.0,-1.0
2025-11-02 18:13:00,26062.5,26066.25,26061.5,26065.5,174.0,0.0
2025-11-02 18:14:00,26066.0,26072.0,26065.0,26070.75,502.0,160.0
2025-11-02 18:15:00,26070.5,26072.75,26063.75,26067.0,628.0,16.0
2025-11-02 18:16:00,26066.75,26068.75,26066.0,26068.0,210.0,34.0
2025-11-02 18:17:00,26068.25,26074.25,26067.5,26073.25,382.0,106.0
2025-11-02 18:18:00,26073.5,26075.0,26068.5,26068.5,551.0,-61.0
2025-11-02 18:19:00,26068.75,26075.0,26067.25,26074.25,325.0,41.0
2025-11-02 18:20:00,26074.75,26077.25,26069.75,26071.25,433.0,11.0
2025-11-02 18:21:00,26071.0,26071.25,26068.75,26070.0,341.0,-37.0
2025-11-02 18:22:00,26070.25,26071.0,26062.75,26064.5,583.0,-271.0
2025-11-02 18:23:00,26064.5,26064.75,26056.0,26059.5,806.0,-288.0
2025-11-02 18:24:00,26059.75,26063.75,26058.5,26062.0,445.0,19.0
2025-11-02 18:25:00,26061.5,26062.25,26053.25,26055.25,812.0,-206.0
2025-11-02 18:26:00,26055.25,26057.5,26053.0,26054.75,409.0,15.0
2025-11-02 18:27:00,26055.0,26057.5,26053.5,26056.0,327.0,-61.0
2025-11-02 18:28:00,26056.0,26059.5,26049.25,26057.75,773.0,65.0
2025-11-02 18:29:00,26057.25,26061.5,26055.0,26058.0,468.0,-22.0
2025-11-02 18:30:00,26058.0,26062.0,26053.5,26061.75,409.0,85.0
2025-11-02 18:31:00,26062.0,26070.75,26059.5,26067.75,885.0,313.0
2025-11-02 18:32:00,26068.75,26074.5,26068.5,26072.75,418.0,22.0
2025-11-02 18:33:00,26073.0,26078.75,26069.0,26077.75,620.0,210.0
2025-11-02 18:34:00,26077.5,26082.75,26077.0,26082.0,790.0,120.0
2025-11-02 18:35:00,26080.75,26081.75,26078.25,26080.25,492.0,-138.0
2025-11-02 18:36:00,26080.5,26086.5,26077.5,26085.0,600.0,24.0
2025-11-02 18:37:00,26085.0,26087.5,26080.25,26082.0,597.0,65.0
2025-11-02 18:38:00,26082.0,26082.75,26075.25,26076.25,420.0,-120.0
2025-11-02 18:39:00,26075.5,26079.0,26071.0,26074.25,562.0,-90.0
2025-11-02 18:40:00,26074.25,26080.25,26073.75,26076.25,380.0,104.0
2025-11-02 18:41:00,26076.25,26084.25,26074.0,26084.0,341.0,39.0
2025-11-02 18:42:00,26083.75,26087.25,26081.25,26085.5,338.0,44.0
2025-11-02 18:43:00,26084.75,26087.75,26081.75,26082.0,270.0,-54.0
2025-11-02 18:44:00,26082.0,26083.0,26075.25,26075.5,387.0,-103.0
2025-11-02 18:45:00,26076.0,26081.75,26076.0,26078.75,279.0,43.0
2025-11-02 18:46:00,26079.75,26082.25,26079.0,26080.25,200.0,20.0
2025-11-02 18:47:00,26081.5,26083.25,26075.5,26080.25,225.0,-21.0
2025-11-02 18:48:00,26080.25,26080.25,26077.0,26078.25,156.0,8.0
2025-11-02 18:49:00,26077.75,26085.75,26077.25,26084.0,275.0,121.0
2025-11-02 18:50:00,26084.5,26092.75,26083.5,26092.25,689.0,257.0
2025-11-02 18:51:00,26091.5,26092.75,26087.5,26088.5,353.0,-81.0
2025-11-02 18:52:00,26088.5,26092.0,26085.75,26086.25,276.0,26.0
2025-11-02 18:53:00,26086.5,26088.25,26086.0,26088.0,141.0,47.0
