Name;Index;DateTime;High;Low;Open;Close;BidVolume;AskVolume
Bar;3132;18/11/2025 02:00:00;24661,5;24613;24660,25;24615,75;4232;3872
Bar;3133;18/11/2025 02:05:00;24645;24603,75;24615,75;24635,75;3502;3783
Bar;3134;18/11/2025 02:10:00;24645,5;24627;24635,5;24635;1636;1518
Bar;3135;18/11/2025 02:15:00;24638,75;24614,75;24635,5;24624,5;2591;2415
Bar;3136;18/11/2025 02:20:00;24682;24622,5;24624,75;24676,25;2779;3806
Bar;3137;18/11/2025 02:25:00;24695,5;24663,5;24676,25;24679,25;3074;2728
Bar;3138;18/11/2025 02:30:00;24728;24675;24679;24724,5;2509;3478
Bar;3139;18/11/2025 02:35:00;24741,75;24714,25;24725,5;24731,75;2712;2502
Bar;3140;18/11/2025 02:40:00;24741;24717,25;24732,75;24719,5;1999;1778
Bar;3141;18/11/2025 02:45:00;24730;24711;24719,25;24712,5;1546;1304
Bar;3142;18/11/2025 02:50:00;24720,5;24689,25;24712,5;24693;2152;1673
Bar;3143;18/11/2025 02:55:00;24710,25;24679,25;24692,25;24700;1972;1932
Bar;3144;18/11/2025 03:00:00;24758;24697;24701,25;24756,25;3228;4265
Bar;3145;18/11/2025 03:05:00;24778,75;24749,25;24756;24761,75;3561;3626
Bar;3146;18/11/2025 03:10:00;24771,25;24739,75;24762,5;24747,5;3182;2738
Bar;3147;18/11/2025 03:15:00;24766,5;24728,25;24747,5;24749,25;3023;2814
Bar;3148;18/11/2025 03:20:00;24759,5;24735,25;24749,5;24747,75;1566;1624
Bar;3149;18/11/2025 03:25:00;24770,75;24734;24747;24769,25;1715;1882
Bar;3150;18/11/2025 03:30:00;24814,25;24763;24769,25;24808,25;3393;4392
Bar;3151;18/11/2025 03:35:00;24851,75;24806;24808,25;24848,25;3546;4507
Bar;3152;18/11/2025 03:40:00;24857;24815,5;24847,75;24819,5;3818;3010
Bar;3153;18/11/2025 03:45:00;24821,75;24786;24819,25;24794;2656;2224
Bar;3154;18/11/2025 03:50:00;24802,25;24778,75;24793,5;24800,75;1838;2026
Bar;3155;18/11/2025 03:55:00;24814;24792,25;24800,5;24804,75;1739;1951
Bar;3156;18/11/2025 04:00:00;24819,75;24780,5;24804,75;24800,5;2567;2720
Bar;3157;18/11/2025 04:05:00;24809;24784,75;24800,5;24798;1746;1697
Bar;3158;18/11/2025 04:10:00;24830;24787,25;24796,25;24822,5;1828;2223
Bar;3159;18/11/2025 04:15:00;24859,75;24821,75;24823,25;24843;2080;2597
Bar;3160;18/11/2025 04:20:00;24843,5;24796,75;24843;24797,5;2312;1695
Bar;3161;18/11/2025 04:25:00;24808,5;24790,25;24797,75;24801,5;1264;1449
Bar;3162;18/11/2025 04:30:00;24824,75;24789,75;24800,75;24800,25;1880;1893
Bar;3163;18/11/2025 04:35:00;24801,5;24770,5;24800;24788;2710;2323
Bar;3164;18/11/2025 04:40:00;24801,25;24765,75;24787,5;24799,5;1872;1850
Bar;3165;18/11/2025 04:45:00;24806,5;24788,25;24799;24797,25;1264;1296
Bar;3166;18/11/2025 04:50:00;24836,25;24797,25;24797,75;24823;1717;2370
Bar;3167;18/11/2025 04:55:00;24849,25;24822,75;24822,75;24837,5;1722;1878
Bar;3168;18/11/2025 05:00:00;24846,75;24825;24836,75;24836;1638;1658
Bar;3169;18/11/2025 05:05:00;24843;24804,25;24837,5;24806;1744;1283
Bar;3170;18/11/2025 05:10:00;24814,5;24793;24807,5;24798,75;1655;1375
Bar;3171;18/11/2025 05:15:00;24822,5;24790;24797,25;24815,75;1071;1341
Bar;3172;18/11/2025 05:20:00;24815;24794,25;24815;24797,5;1150;1024
Bar;3173;18/11/2025 05:25:00;24805,5;24792,5;24797,5;24798,5;663;616
Bar;3174;18/11/2025 05:30:00;24831;24798,75;24799;24811,5;1344;1670
Bar;3175;18/11/2025 05:35:00;24813,75;24790;24811,5;24791,5;1505;1229
Bar;3176;18/11/2025 05:40:00;24809;24788,25;24792;24803,25;1001;1110
Bar;3177;18/11/2025 05:45:00;24813,25;24796,25;24803,5;24802,75;882;857
Bar;3178;18/11/2025 05:50:00;24821,5;24795,5;24802;24819,75;827;1061
Bar;3179;18/11/2025 05:55:00;24836,5;24819,25;24820;24826;1624;1662
Bar;3180;18/11/2025 06:00:00;24832,5;24811;24825,5;24828,5;1899;1725
Bar;3181;18/11/2025 06:05:00;24835,5;24798,5;24829;24802,5;1656;1307
Bar;3182;18/11/2025 06:10:00;24811;24782,75;24801,75;24792,75;1881;1743
Bar;3183;18/11/2025 06:15:00;24797,25;24780,75;24792,25;24793;1137;1252
Bar;3184;18/11/2025 06:20:00;24816;24785;24792,5;24811,5;1093;1440
Bar;3185;18/11/2025 06:25:00;24813;24791,5;24811,75;24797,5;1472;1472
Bar;3186;18/11/2025 06:30:00;24804;24777,5;24797,5;24781,25;2026;1582
Bar;3187;18/11/2025 06:35:00;24783,5;24760,5;24780,5;24765,75;2296;1703
Bar;3188;18/11/2025 06:40:00;24794,75;24761,25;24765,75;24774;2127;2283
Bar;3189;18/11/2025 06:45:00;24792,5;24762,75;24774;24780;1801;2038
